id,category,review,notes,date,rating,customer_region
3846,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-07-14,3,APAC
3847,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-07-15,5,NA
3848,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-07-16,2,EU
3849,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-07-17,2,APAC
3850,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-07-18,5,NA
3851,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-07-19,3,EU
3852,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-07-20,5,APAC
3853,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-07-21,5,NA
3854,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-07-22,2,EU
3855,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-07-23,3,APAC
3856,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-07-24,5,NA
3857,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-07-25,5,EU
3858,Electronics,"Sparse experimental haiku about quantum states � unique-3857","Outlier narrative",2024-07-26,4,APAC
3859,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-07-27,1,NA
3860,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-07-28,2,EU
3861,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-07-29,5,APAC
3862,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-07-30,5,NA
3863,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-07-31,5,EU
3864,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-08-01,5,APAC
3865,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-08-02,1,NA
3866,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-08-03,2,EU
3867,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-08-04,2,APAC
3868,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-08-05,5,NA
3869,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-08-06,5,EU
3870,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-08-07,5,APAC
3871,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-08-08,5,NA
3872,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-08-09,5,EU
3873,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-08-10,2,APAC
3874,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-08-11,5,NA
3875,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-08-12,2,EU
3876,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-08-13,2,APAC
3877,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-08-14,1,NA
3878,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-08-15,5,EU
3879,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-08-16,3,APAC
3880,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-08-17,1,NA
3881,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-08-18,5,EU
3882,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-08-19,2,APAC
3883,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-08-20,5,NA
3884,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-08-21,5,EU
3885,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-08-22,2,APAC
3886,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-08-23,5,NA
3887,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-08-24,5,EU
3888,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-08-25,3,APAC
3889,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-08-26,5,NA
3890,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-08-27,3,EU
3891,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-08-28,5,APAC
3892,Toys,"Parrot mimics startup chime with uncanny accuracy � unique-3891","Outlier narrative",2024-08-29,4,NA
3893,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-08-30,5,EU
3894,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-08-31,3,APAC
3895,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-09-01,1,NA
3896,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-02,5,EU
3897,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-09-03,3,APAC
3898,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-09-04,5,NA
3899,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-09-05,5,EU
3900,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-09-06,5,APAC
3901,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-09-07,5,NA
3902,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-09-08,2,EU
3903,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-09-09,3,APAC
3904,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-10,5,NA
3905,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-09-11,5,EU
3906,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-12,2,APAC
3907,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-09-13,1,NA
3908,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-09-14,3,EU
3909,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-09-15,3,APAC
3910,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-09-16,3,NA
3911,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-09-17,5,EU
3912,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-09-18,3,APAC
3913,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-09-19,3,NA
3914,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-20,2,EU
3915,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-09-21,5,APAC
3916,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-09-22,1,NA
3917,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-09-23,5,EU
3918,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-09-24,2,APAC
3919,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-09-25,3,NA
3920,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-26,5,EU
3921,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-27,2,APAC
3922,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-28,1,NA
3923,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-09-29,3,EU
3924,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-09-30,2,APAC
3925,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-10-01,3,NA
3926,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-10-02,3,EU
3927,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-03,5,APAC
3928,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-10-04,5,NA
3929,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-10-05,2,EU
3930,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-10-06,3,APAC
3931,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-07,3,NA
3932,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-10-08,2,EU
3933,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-10-09,2,APAC
3934,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-10-10,1,NA
3935,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-10-11,3,EU
3936,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-10-12,5,APAC
3937,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-13,3,NA
3938,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-10-14,2,EU
3939,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-10-15,2,APAC
3940,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-10-16,1,NA
3941,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-10-17,3,EU
3942,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-10-18,3,APAC
3943,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-19,5,NA
3944,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-10-20,2,EU
3945,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-10-21,2,APAC
3946,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-10-22,3,NA
3947,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-23,3,EU
3948,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-10-24,2,APAC
3949,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-10-25,1,NA
3950,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-10-26,2,EU
3951,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-10-27,3,APAC
3952,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-10-28,5,NA
3953,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-29,3,EU
